opid,duration,upstreamdur,downstreamdur,totaljobdur,duedate,weight,release,earliest_start,workload,label
2.0,3.0,81.0,114.0,195.0,304.0,2.0,51.0,132.0,207.0,132.0
3.0,22.0,84.0,111.0,195.0,304.0,2.0,51.0,135.0,139.0,136.0
4.0,21.0,106.0,89.0,195.0,304.0,2.0,51.0,157.0,210.0,158.0
5.0,16.0,127.0,68.0,195.0,304.0,2.0,51.0,178.0,241.0,204.0
6.0,6.0,143.0,52.0,195.0,304.0,2.0,51.0,194.0,196.0,222.0
7.0,17.0,149.0,46.0,195.0,304.0,2.0,51.0,200.0,210.0,230.0
8.0,29.0,166.0,29.0,195.0,304.0,2.0,51.0,217.0,224.0,271.0
0.0,39.0,0.0,228.0,228.0,349.0,2.0,53.0,53.0,207.0,159.0
1.0,32.0,39.0,189.0,228.0,349.0,2.0,53.0,92.0,210.0,198.0
2.0,5.0,71.0,157.0,228.0,349.0,2.0,53.0,124.0,196.0,230.0
3.0,11.0,76.0,152.0,228.0,349.0,2.0,53.0,129.0,224.0,235.0
4.0,32.0,87.0,141.0,228.0,349.0,2.0,53.0,140.0,251.0,246.0
5.0,44.0,119.0,109.0,228.0,349.0,2.0,53.0,172.0,251.0,278.0
6.0,30.0,163.0,65.0,228.0,349.0,2.0,53.0,216.0,210.0,322.0
7.0,26.0,193.0,35.0,228.0,349.0,2.0,53.0,246.0,241.0,352.0
8.0,9.0,219.0,9.0,228.0,349.0,2.0,53.0,272.0,139.0,378.0
0.0,3.0,0.0,116.0,116.0,156.0,2.0,6.0,6.0,224.0,6.0
1.0,1.0,3.0,113.0,116.0,156.0,2.0,6.0,9.0,251.0,9.0
2.0,29.0,4.0,112.0,116.0,156.0,2.0,6.0,10.0,207.0,10.0
3.0,35.0,33.0,83.0,116.0,156.0,2.0,6.0,39.0,241.0,63.0
4.0,5.0,68.0,48.0,116.0,156.0,2.0,6.0,74.0,251.0,98.0
5.0,4.0,73.0,43.0,116.0,156.0,2.0,6.0,79.0,210.0,103.0
6.0,23.0,77.0,39.0,116.0,156.0,2.0,6.0,83.0,196.0,107.0
7.0,6.0,100.0,16.0,116.0,156.0,2.0,6.0,106.0,139.0,130.0
8.0,10.0,106.0,10.0,116.0,156.0,2.0,6.0,112.0,210.0,136.0
0.0,45.0,0.0,293.0,293.0,440.0,2.0,60.0,60.0,207.0,60.0
1.0,30.0,45.0,248.0,293.0,440.0,2.0,60.0,105.0,210.0,107.0
2.0,28.0,75.0,218.0,293.0,440.0,2.0,60.0,135.0,251.0,137.0
3.0,22.0,103.0,190.0,293.0,440.0,2.0,60.0,163.0,210.0,179.0
4.0,42.0,125.0,168.0,293.0,440.0,2.0,60.0,185.0,251.0,204.0
5.0,34.0,167.0,126.0,293.0,440.0,2.0,60.0,227.0,139.0,277.0
6.0,34.0,201.0,92.0,293.0,440.0,2.0,60.0,261.0,196.0,311.0
7.0,10.0,235.0,58.0,293.0,440.0,2.0,60.0,295.0,224.0,369.0
8.0,48.0,245.0,48.0,293.0,440.0,2.0,60.0,305.0,241.0,379.0
0.0,2.0,0.0,167.0,167.0,274.0,2.0,57.0,57.0,193.0,57.0
1.0,27.0,2.0,165.0,167.0,274.0,2.0,57.0,59.0,229.0,59.0
2.0,27.0,29.0,138.0,167.0,274.0,2.0,57.0,86.0,213.0,86.0
3.0,5.0,56.0,111.0,167.0,274.0,2.0,57.0,113.0,217.0,113.0
4.0,7.0,61.0,106.0,167.0,274.0,2.0,57.0,118.0,251.0,118.0
5.0,9.0,68.0,99.0,167.0,274.0,2.0,57.0,125.0,169.0,126.0
6.0,21.0,77.0,90.0,167.0,274.0,2.0,57.0,134.0,208.0,135.0
7.0,31.0,98.0,69.0,167.0,274.0,2.0,57.0,155.0,262.0,167.0
8.0,38.0,129.0,38.0,167.0,274.0,2.0,57.0,186.0,149.0,224.0
0.0,41.0,0.0,209.0,209.0,296.0,1.0,25.0,25.0,217.0,58.0
1.0,34.0,41.0,168.0,209.0,296.0,1.0,25.0,66.0,251.0,207.0
2.0,32.0,75.0,134.0,209.0,296.0,1.0,25.0,100.0,193.0,241.0
3.0,26.0,107.0,102.0,209.0,296.0,1.0,25.0,132.0,262.0,278.0
4.0,6.0,133.0,76.0,209.0,296.0,1.0,25.0,158.0,149.0,309.0
5.0,14.0,139.0,70.0,209.0,296.0,1.0,25.0,164.0,169.0,315.0
6.0,37.0,153.0,56.0,209.0,296.0,1.0,25.0,178.0,229.0,329.0
7.0,16.0,190.0,19.0,209.0,296.0,1.0,25.0,215.0,208.0,366.0
8.0,3.0,206.0,3.0,209.0,296.0,1.0,25.0,231.0,213.0,382.0
0.0,2.0,0.0,154.0,154.0,238.0,2.0,38.0,38.0,193.0,38.0
1.0,18.0,2.0,152.0,154.0,238.0,2.0,38.0,40.0,217.0,40.0
2.0,46.0,20.0,134.0,154.0,238.0,2.0,38.0,58.0,251.0,58.0
3.0,15.0,66.0,88.0,154.0,238.0,2.0,38.0,104.0,229.0,112.0
4.0,15.0,81.0,73.0,154.0,238.0,2.0,38.0,119.0,169.0,172.0
5.0,37.0,96.0,58.0,154.0,238.0,2.0,38.0,134.0,149.0,187.0
6.0,16.0,133.0,21.0,154.0,238.0,2.0,38.0,171.0,208.0,224.0
7.0,4.0,149.0,5.0,154.0,238.0,2.0,38.0,187.0,262.0,248.0
8.0,1.0,153.0,1.0,154.0,238.0,2.0,38.0,191.0,213.0,252.0
0.0,26.0,0.0,273.0,273.0,411.0,1.0,57.0,57.0,169.0,57.0
1.0,46.0,26.0,247.0,273.0,411.0,1.0,57.0,83.0,262.0,84.0
2.0,8.0,72.0,201.0,273.0,411.0,1.0,57.0,129.0,251.0,199.0
3.0,45.0,80.0,193.0,273.0,411.0,1.0,57.0,137.0,213.0,207.0
4.0,9.0,125.0,148.0,273.0,411.0,1.0,57.0,182.0,149.0,262.0
5.0,50.0,134.0,139.0,273.0,411.0,1.0,57.0,191.0,217.0,271.0
6.0,38.0,184.0,89.0,273.0,411.0,1.0,57.0,241.0,193.0,323.0
7.0,28.0,222.0,51.0,273.0,411.0,1.0,57.0,279.0,229.0,366.0
8.0,23.0,250.0,23.0,273.0,411.0,1.0,57.0,307.0,208.0,394.0
0.0,1.0,0.0,294.0,294.0,395.0,4.0,13.0,13.0,149.0,13.0
1.0,42.0,1.0,293.0,294.0,395.0,4.0,13.0,14.0,262.0,14.0
2.0,21.0,43.0,251.0,294.0,395.0,4.0,13.0,56.0,169.0,83.0
3.0,44.0,64.0,230.0,294.0,395.0,4.0,13.0,77.0,217.0,119.0
4.0,47.0,108.0,186.0,294.0,395.0,4.0,13.0,121.0,208.0,163.0
5.0,26.0,155.0,139.0,294.0,395.0,4.0,13.0,168.0,193.0,210.0
6.0,30.0,181.0,113.0,294.0,395.0,4.0,13.0,194.0,229.0,236.0
7.0,34.0,211.0,83.0,294.0,395.0,4.0,13.0,224.0,213.0,303.0
8.0,49.0,245.0,49.0,294.0,395.0,4.0,13.0,258.0,251.0,345.0
0.0,6.0,0.0,249.0,249.0,328.0,2.0,5.0,5.0,229.0,5.0
1.0,22.0,6.0,243.0,249.0,328.0,2.0,5.0,11.0,208.0,11.0
2.0,17.0,28.0,221.0,249.0,328.0,2.0,5.0,33.0,169.0,33.0
3.0,42.0,45.0,204.0,249.0,328.0,2.0,5.0,50.0,251.0,157.0
4.0,6.0,87.0,162.0,249.0,328.0,2.0,5.0,92.0,217.0,199.0
5.0,43.0,93.0,156.0,249.0,328.0,2.0,5.0,98.0,262.0,205.0
6.0,50.0,136.0,113.0,249.0,328.0,2.0,5.0,141.0,213.0,253.0
7.0,20.0,186.0,63.0,249.0,328.0,2.0,5.0,191.0,193.0,303.0
8.0,43.0,206.0,43.0,249.0,328.0,2.0,5.0,211.0,149.0,323.0
0.0,20.0,0.0,143.0,143.0,210.0,4.0,25.0,25.0,229.0,25.0
1.0,9.0,20.0,123.0,143.0,210.0,4.0,25.0,45.0,149.0,45.0
2.0,27.0,29.0,114.0,143.0,210.0,4.0,25.0,54.0,208.0,66.0
3.0,18.0,56.0,87.0,143.0,210.0,4.0,25.0,81.0,193.0,93.0
4.0,7.0,74.0,69.0,143.0,210.0,4.0,25.0,99.0,251.0,111.0
5.0,25.0,81.0,62.0,143.0,210.0,4.0,25.0,106.0,169.0,135.0
6.0,7.0,106.0,37.0,143.0,210.0,4.0,25.0,131.0,262.0,160.0
7.0,14.0,113.0,30.0,143.0,210.0,4.0,25.0,138.0,217.0,167.0
8.0,16.0,127.0,16.0,143.0,210.0,4.0,25.0,152.0,213.0,185.0
0.0,29.0,0.0,181.0,181.0,272.0,2.0,37.0,37.0,208.0,37.0
1.0,32.0,29.0,152.0,181.0,272.0,2.0,37.0,66.0,251.0,125.0
2.0,1.0,61.0,120.0,181.0,272.0,2.0,37.0,98.0,149.0,157.0
3.0,12.0,62.0,119.0,181.0,272.0,2.0,37.0,99.0,169.0,160.0
4.0,13.0,74.0,107.0,181.0,272.0,2.0,37.0,111.0,213.0,172.0
5.0,41.0,87.0,94.0,181.0,272.0,2.0,37.0,124.0,229.0,185.0
6.0,20.0,128.0,53.0,181.0,272.0,2.0,37.0,165.0,217.0,226.0
7.0,26.0,148.0,33.0,181.0,272.0,2.0,37.0,185.0,262.0,252.0
8.0,7.0,174.0,7.0,181.0,272.0,2.0,37.0,211.0,193.0,278.0
0.0,25.0,0.0,221.0,221.0,347.0,2.0,60.0,60.0,229.0,87.0
1.0,24.0,25.0,196.0,221.0,347.0,2.0,60.0,85.0,213.0,113.0
2.0,48.0,49.0,172.0,221.0,347.0,2.0,60.0,109.0,193.0,137.0
3.0,19.0,97.0,124.0,221.0,347.0,2.0,60.0,157.0,217.0,205.0
4.0,26.0,116.0,105.0,221.0,347.0,2.0,60.0,176.0,251.0,241.0
5.0,30.0,142.0,79.0,221.0,347.0,2.0,60.0,202.0,169.0,267.0
6.0,7.0,172.0,49.0,221.0,347.0,2.0,60.0,232.0,208.0,297.0
7.0,5.0,179.0,42.0,221.0,347.0,2.0,60.0,239.0,149.0,304.0
8.0,37.0,184.0,37.0,221.0,347.0,2.0,60.0,244.0,262.0,309.0
0.0,26.0,0.0,189.0,189.0,248.0,1.0,3.0,3.0,203.0,3.0
1.0,25.0,26.0,163.0,189.0,248.0,1.0,3.0,29.0,194.0,29.0
2.0,42.0,51.0,138.0,189.0,248.0,1.0,3.0,54.0,205.0,73.0
3.0,9.0,93.0,96.0,189.0,248.0,1.0,3.0,96.0,303.0,119.0
4.0,6.0,102.0,87.0,189.0,248.0,1.0,3.0,105.0,200.0,128.0
5.0,30.0,108.0,81.0,189.0,248.0,1.0,3.0,111.0,201.0,134.0
6.0,1.0,138.0,51.0,189.0,248.0,1.0,3.0,141.0,248.0,164.0
7.0,34.0,139.0,50.0,189.0,248.0,1.0,3.0,142.0,249.0,177.0
8.0,16.0,173.0,16.0,189.0,248.0,1.0,3.0,176.0,251.0,219.0
0.0,16.0,0.0,280.0,280.0,435.0,2.0,71.0,71.0,249.0,86.0
1.0,37.0,16.0,264.0,280.0,435.0,2.0,71.0,87.0,205.0,142.0
2.0,44.0,53.0,227.0,280.0,435.0,2.0,71.0,124.0,303.0,261.0
3.0,18.0,97.0,183.0,280.0,435.0,2.0,71.0,168.0,201.0,305.0
4.0,49.0,115.0,165.0,280.0,435.0,2.0,71.0,186.0,251.0,323.0
5.0,28.0,164.0,116.0,280.0,435.0,2.0,71.0,235.0,194.0,372.0
6.0,37.0,192.0,88.0,280.0,435.0,2.0,71.0,263.0,248.0,400.0
7.0,7.0,229.0,51.0,280.0,435.0,2.0,71.0,300.0,200.0,437.0
8.0,44.0,236.0,44.0,280.0,435.0,2.0,71.0,307.0,203.0,444.0
0.0,9.0,0.0,226.0,226.0,357.0,2.0,64.0,64.0,205.0,64.0
1.0,16.0,9.0,217.0,226.0,357.0,2.0,64.0,73.0,201.0,73.0
2.0,45.0,25.0,201.0,226.0,357.0,2.0,64.0,89.0,194.0,90.0
3.0,21.0,70.0,156.0,226.0,357.0,2.0,64.0,134.0,249.0,156.0
4.0,8.0,91.0,135.0,226.0,357.0,2.0,64.0,155.0,200.0,177.0
5.0,50.0,99.0,127.0,226.0,357.0,2.0,64.0,163.0,251.0,235.0
6.0,2.0,149.0,77.0,226.0,357.0,2.0,64.0,213.0,203.0,302.0
7.0,27.0,151.0,75.0,226.0,357.0,2.0,64.0,215.0,248.0,311.0
8.0,48.0,178.0,48.0,226.0,357.0,2.0,64.0,242.0,303.0,345.0
0.0,34.0,0.0,192.0,192.0,310.0,2.0,61.0,61.0,201.0,89.0
1.0,22.0,34.0,158.0,192.0,310.0,2.0,61.0,95.0,303.0,128.0
2.0,5.0,56.0,136.0,192.0,310.0,2.0,61.0,117.0,249.0,151.0
3.0,2.0,61.0,131.0,192.0,310.0,2.0,61.0,122.0,200.0,156.0
4.0,42.0,63.0,129.0,192.0,310.0,2.0,61.0,124.0,248.0,186.0
5.0,7.0,105.0,87.0,192.0,310.0,2.0,61.0,166.0,194.0,228.0
6.0,31.0,112.0,80.0,192.0,310.0,2.0,61.0,173.0,205.0,239.0
7.0,32.0,143.0,49.0,192.0,310.0,2.0,61.0,204.0,203.0,270.0
8.0,17.0,175.0,17.0,192.0,310.0,2.0,61.0,236.0,251.0,302.0
0.0,14.0,0.0,263.0,263.0,438.0,2.0,97.0,97.0,205.0,115.0
1.0,31.0,14.0,249.0,263.0,438.0,2.0,97.0,111.0,201.0,164.0
2.0,24.0,45.0,218.0,263.0,438.0,2.0,97.0,142.0,251.0,195.0
3.0,28.0,69.0,194.0,263.0,438.0,2.0,97.0,166.0,248.0,228.0
4.0,48.0,97.0,166.0,263.0,438.0,2.0,97.0,194.0,200.0,256.0
5.0,40.0,145.0,118.0,263.0,438.0,2.0,97.0,242.0,303.0,305.0
6.0,20.0,185.0,78.0,263.0,438.0,2.0,97.0,282.0,194.0,346.0
7.0,33.0,205.0,58.0,263.0,438.0,2.0,97.0,302.0,203.0,380.0
8.0,25.0,238.0,25.0,263.0,438.0,2.0,97.0,335.0,249.0,413.0
0.0,2.0,0.0,217.0,217.0,352.0,4.0,70.0,70.0,201.0,70.0
1.0,45.0,2.0,215.0,217.0,352.0,4.0,70.0,72.0,200.0,72.0
2.0,13.0,47.0,170.0,217.0,352.0,4.0,70.0,117.0,205.0,129.0
3.0,8.0,60.0,157.0,217.0,352.0,4.0,70.0,130.0,251.0,143.0
4.0,50.0,68.0,149.0,217.0,352.0,4.0,70.0,138.0,303.0,162.0
5.0,22.0,118.0,99.0,217.0,352.0,4.0,70.0,188.0,249.0,212.0
6.0,36.0,140.0,77.0,217.0,352.0,4.0,70.0,210.0,203.0,234.0
7.0,3.0,176.0,41.0,217.0,352.0,4.0,70.0,246.0,194.0,270.0
8.0,38.0,179.0,38.0,217.0,352.0,4.0,70.0,249.0,248.0,273.0
0.0,40.0,0.0,221.0,221.0,296.0,2.0,9.0,9.0,249.0,9.0
1.0,24.0,40.0,181.0,221.0,296.0,2.0,9.0,49.0,251.0,49.0
2.0,17.0,64.0,157.0,221.0,296.0,2.0,9.0,73.0,203.0,73.0
3.0,29.0,81.0,140.0,221.0,296.0,2.0,9.0,90.0,303.0,90.0
4.0,34.0,110.0,111.0,221.0,296.0,2.0,9.0,119.0,248.0,119.0
5.0,9.0,144.0,77.0,221.0,296.0,2.0,9.0,153.0,205.0,179.0
6.0,9.0,153.0,68.0,221.0,296.0,2.0,9.0,162.0,194.0,188.0
7.0,25.0,162.0,59.0,221.0,296.0,2.0,9.0,171.0,201.0,197.0
8.0,34.0,187.0,34.0,221.0,296.0,2.0,9.0,196.0,200.0,222.0
0.0,28.0,0.0,261.0,261.0,342.0,4.0,3.0,3.0,200.0,3.0
1.0,5.0,28.0,233.0,261.0,342.0,4.0,3.0,31.0,203.0,31.0
2.0,25.0,33.0,228.0,261.0,342.0,4.0,3.0,36.0,248.0,36.0
3.0,16.0,58.0,203.0,261.0,342.0,4.0,3.0,61.0,251.0,73.0
4.0,49.0,74.0,187.0,261.0,342.0,4.0,3.0,77.0,249.0,102.0
5.0,19.0,123.0,138.0,261.0,342.0,4.0,3.0,126.0,205.0,188.0
6.0,49.0,142.0,119.0,261.0,342.0,4.0,3.0,145.0,303.0,212.0
7.0,20.0,191.0,70.0,261.0,342.0,4.0,3.0,194.0,201.0,264.0
8.0,50.0,211.0,50.0,261.0,342.0,4.0,3.0,214.0,194.0,284.0
0.0,37.0,0.0,205.0,205.0,290.0,2.0,24.0,24.0,249.0,49.0
1.0,47.0,37.0,168.0,205.0,290.0,2.0,24.0,61.0,251.0,89.0
2.0,12.0,84.0,121.0,205.0,290.0,2.0,24.0,108.0,303.0,150.0
3.0,8.0,96.0,109.0,205.0,290.0,2.0,24.0,120.0,203.0,162.0
4.0,16.0,104.0,101.0,205.0,290.0,2.0,24.0,128.0,248.0,170.0
5.0,22.0,120.0,85.0,205.0,290.0,2.0,24.0,144.0,200.0,186.0
6.0,31.0,142.0,63.0,205.0,290.0,2.0,24.0,166.0,205.0,208.0
7.0,25.0,173.0,32.0,205.0,290.0,2.0,24.0,197.0,201.0,239.0
8.0,7.0,198.0,7.0,205.0,290.0,2.0,24.0,222.0,194.0,276.0
0.0,48.0,0.0,229.0,229.0,376.0,2.0,79.0,79.0,201.0,112.0
1.0,29.0,48.0,181.0,229.0,376.0,2.0,79.0,127.0,240.0,168.0
2.0,2.0,77.0,152.0,229.0,376.0,2.0,79.0,156.0,239.0,198.0
3.0,34.0,79.0,150.0,229.0,376.0,2.0,79.0,158.0,309.0,211.0
4.0,48.0,113.0,116.0,229.0,376.0,2.0,79.0,192.0,183.0,245.0
5.0,9.0,161.0,68.0,229.0,376.0,2.0,79.0,240.0,180.0,293.0
6.0,4.0,170.0,59.0,229.0,376.0,2.0,79.0,249.0,221.0,302.0
7.0,42.0,174.0,55.0,229.0,376.0,2.0,79.0,253.0,186.0,306.0
8.0,13.0,216.0,13.0,229.0,376.0,2.0,79.0,295.0,148.0,351.0
0.0,10.0,0.0,227.0,227.0,391.0,2.0,96.0,96.0,239.0,96.0
1.0,33.0,10.0,217.0,227.0,391.0,2.0,96.0,106.0,240.0,123.0
2.0,44.0,43.0,184.0,227.0,391.0,2.0,96.0,139.0,221.0,173.0
3.0,34.0,87.0,140.0,227.0,391.0,2.0,96.0,183.0,201.0,217.0
4.0,7.0,121.0,106.0,227.0,391.0,2.0,96.0,217.0,148.0,268.0
5.0,27.0,128.0,99.0,227.0,391.0,2.0,96.0,224.0,309.0,282.0
6.0,4.0,155.0,72.0,227.0,391.0,2.0,96.0,251.0,183.0,316.0
7.0,21.0,159.0,68.0,227.0,391.0,2.0,96.0,255.0,180.0,343.0
8.0,47.0,180.0,47.0,227.0,391.0,2.0,96.0,276.0,186.0,364.0
0.0,38.0,0.0,214.0,214.0,355.0,2.0,77.0,77.0,239.0,106.0
1.0,14.0,38.0,176.0,214.0,355.0,2.0,77.0,115.0,186.0,144.0
2.0,32.0,52.0,162.0,214.0,355.0,2.0,77.0,129.0,183.0,158.0
3.0,28.0,84.0,130.0,214.0,355.0,2.0,77.0,161.0,240.0,238.0
4.0,34.0,112.0,102.0,214.0,355.0,2.0,77.0,189.0,201.0,296.0
5.0,5.0,146.0,68.0,214.0,355.0,2.0,77.0,223.0,148.0,330.0
6.0,11.0,151.0,63.0,214.0,355.0,2.0,77.0,228.0,221.0,335.0
7.0,38.0,162.0,52.0,214.0,355.0,2.0,77.0,239.0,309.0,365.0
8.0,14.0,200.0,14.0,214.0,355.0,2.0,77.0,277.0,180.0,403.0
0.0,30.0,0.0,250.0,250.0,433.0,2.0,108.0,108.0,148.0,154.0
1.0,30.0,30.0,220.0,250.0,433.0,2.0,108.0,138.0,240.0,208.0
2.0,7.0,60.0,190.0,250.0,433.0,2.0,108.0,168.0,183.0,238.0
3.0,31.0,67.0,183.0,250.0,433.0,2.0,108.0,175.0,201.0,251.0
4.0,41.0,98.0,152.0,250.0,433.0,2.0,108.0,206.0,180.0,302.0
5.0,22.0,139.0,111.0,250.0,433.0,2.0,108.0,247.0,309.0,343.0
6.0,40.0,161.0,89.0,250.0,433.0,2.0,108.0,269.0,239.0,365.0
7.0,30.0,201.0,49.0,250.0,433.0,2.0,108.0,309.0,221.0,405.0
8.0,19.0,231.0,19.0,250.0,433.0,2.0,108.0,339.0,186.0,435.0
0.0,7.0,0.0,226.0,226.0,323.0,4.0,30.0,30.0,180.0,30.0
1.0,47.0,7.0,219.0,226.0,323.0,4.0,30.0,37.0,240.0,76.0
2.0,27.0,54.0,172.0,226.0,323.0,4.0,30.0,84.0,183.0,123.0
3.0,13.0,81.0,145.0,226.0,323.0,4.0,30.0,111.0,201.0,160.0
4.0,38.0,94.0,132.0,226.0,323.0,4.0,30.0,124.0,309.0,173.0
5.0,2.0,132.0,94.0,226.0,323.0,4.0,30.0,162.0,148.0,211.0
6.0,27.0,134.0,92.0,226.0,323.0,4.0,30.0,164.0,186.0,213.0
7.0,31.0,161.0,65.0,226.0,323.0,4.0,30.0,191.0,221.0,242.0
8.0,34.0,192.0,34.0,226.0,323.0,4.0,30.0,222.0,239.0,294.0
0.0,12.0,0.0,147.0,147.0,255.0,2.0,64.0,64.0,240.0,64.0
1.0,22.0,12.0,135.0,147.0,255.0,2.0,64.0,76.0,186.0,76.0
2.0,11.0,34.0,113.0,147.0,255.0,2.0,64.0,98.0,201.0,101.0
3.0,50.0,45.0,102.0,147.0,255.0,2.0,64.0,109.0,309.0,112.0
4.0,16.0,95.0,52.0,147.0,255.0,2.0,64.0,159.0,180.0,162.0
5.0,4.0,111.0,36.0,147.0,255.0,2.0,64.0,175.0,183.0,190.0
6.0,16.0,115.0,32.0,147.0,255.0,2.0,64.0,179.0,221.0,217.0
7.0,12.0,131.0,16.0,147.0,255.0,2.0,64.0,195.0,239.0,233.0
8.0,4.0,143.0,4.0,147.0,255.0,2.0,64.0,207.0,148.0,245.0
0.0,49.0,0.0,207.0,207.0,315.0,2.0,46.0,46.0,309.0,46.0
1.0,3.0,49.0,158.0,207.0,315.0,2.0,46.0,95.0,148.0,96.0
2.0,11.0,52.0,155.0,207.0,315.0,2.0,46.0,98.0,186.0,120.0
3.0,42.0,63.0,144.0,207.0,315.0,2.0,46.0,109.0,221.0,131.0
4.0,11.0,105.0,102.0,207.0,315.0,2.0,46.0,151.0,240.0,197.0
5.0,20.0,116.0,91.0,207.0,315.0,2.0,46.0,162.0,180.0,208.0
6.0,49.0,136.0,71.0,207.0,315.0,2.0,46.0,182.0,239.0,245.0
7.0,2.0,185.0,22.0,207.0,315.0,2.0,46.0,231.0,201.0,294.0
8.0,20.0,187.0,20.0,207.0,315.0,2.0,46.0,233.0,183.0,296.0
0.0,17.0,0.0,230.0,230.0,372.0,2.0,73.0,73.0,201.0,73.0
1.0,41.0,17.0,213.0,230.0,372.0,2.0,73.0,90.0,221.0,90.0
2.0,46.0,58.0,172.0,230.0,372.0,2.0,73.0,131.0,239.0,144.0
3.0,35.0,104.0,126.0,230.0,372.0,2.0,73.0,177.0,180.0,228.0
4.0,2.0,139.0,91.0,230.0,372.0,2.0,73.0,212.0,186.0,263.0
5.0,34.0,141.0,89.0,230.0,372.0,2.0,73.0,214.0,148.0,275.0
6.0,14.0,175.0,55.0,230.0,372.0,2.0,73.0,248.0,309.0,309.0
7.0,38.0,189.0,41.0,230.0,372.0,2.0,73.0,262.0,240.0,329.0
8.0,3.0,227.0,3.0,230.0,372.0,2.0,73.0,300.0,183.0,367.0
0.0,17.0,0.0,177.0,177.0,275.0,2.0,45.0,45.0,180.0,45.0
